"FullGeoName","Year","County","Activity","Reported.human.cases","Neuroinvasive.disease.cases","Identified.by.Blood.Donor.Screening"
"WI, Juneau",2013,55057,"Non-human activity",0,0,0
"WI, Kenosha",2013,55059,"Human infections and non-human activity",1,1,1
"WI, La Crosse",2013,55063,"Non-human activity",0,0,0
"WI, Lafayette",2013,55065,"Human infections",2,1,1
"WI, Langlade",2013,55067,"Non-human activity",0,0,0
"WI, Lincoln",2013,55069,"Non-human activity",0,0,0
"WI, Manitowoc",2013,55071,"Human infections",1,1,0
"WI, Marathon",2013,55073,"Non-human activity",0,0,0
"WI, Marinette",2013,55075,"Non-human activity",0,0,0
"WI, Marquette",2013,55077,"Non-human activity",0,0,0
"WI, Menominee",2013,55078,"Non-human activity",0,0,0
"WI, Milwaukee",2013,55079,"Human infections and non-human activity",3,3,2
"WI, Oconto",2013,55083,"Non-human activity",0,0,0
"WI, Oneida",2013,55085,"Non-human activity",0,0,0
"WI, Outagamie",2013,55087,"Non-human activity",0,0,0
"WI, Ozaukee",2013,55089,"Non-human activity",0,0,0
"WI, Pepin",2013,55091,"Non-human activity",0,0,0
"WI, Pierce",2013,55093,"Non-human activity",0,0,0
"WI, Polk",2013,55095,"Non-human activity",0,0,0
"WI, Portage",2013,55097,"Non-human activity",0,0,0
"WI, Price",2013,55099,"Non-human activity",0,0,0
"WI, Racine",2013,55101,"Non-human activity",0,0,0
"WI, Rock",2013,55105,"Human infections and non-human activity",1,1,0
"WI, Rusk",2013,55107,"Non-human activity",0,0,0
"WI, St Croix",2013,55109,"Non-human activity",0,0,0
"WI, Sauk",2013,55111,"Non-human activity",0,0,0
"WI, Sawyer",2013,55113,"Non-human activity",0,0,0
"WI, Vilas",2013,55125,"Non-human activity",0,0,0
"WI, Walworth",2013,55127,"Human infections and non-human activity",4,3,1
"WI, Washburn",2013,55129,"Non-human activity",0,0,0
"WI, Washington",2013,55131,"Non-human activity",0,0,0
"WI, Waukesha",2013,55133,"Non-human activity",0,0,0
"WI, Waupaca",2013,55135,"Non-human activity",0,0,0
"WI, Waushara",2013,55137,"Non-human activity",0,0,0
"WI, Winnebago",2013,55139,"Non-human activity",0,0,0
"WI, Wood",2013,55141,"Non-human activity",0,0,0
"WY, Albany",2013,56001,"Non-human activity",0,0,0
"WY, Big Horn",2013,56003,"Human infections",1,0,0
"WY, Campbell",2013,56005,"Human infections and non-human activity",1,0,0
"WY, Carbon",2013,56007,"Human infections and non-human activity",2,2,0
"WY, Converse",2013,56009,"Human infections and non-human activity",0,0,1
"WY, Crook",2013,56011,"Human infections",1,1,0
"WY, Fremont",2013,56013,"Human infections and non-human activity",17,1,0
"WY, Goshen",2013,56015,"Human infections and non-human activity",1,0,0
"WY, Johnson",2013,56019,"Human infections",1,1,0
"WY, Laramie",2013,56021,"Human infections and non-human activity",1,0,1
"WY, Natrona",2013,56025,"Human infections and non-human activity",8,7,0
"WY, Niobrara",2013,56027,"Non-human activity",0,0,0
"WY, Park",2013,56029,"Human infections and non-human activity",3,1,2
"WY, Platte",2013,56031,"Human infections and non-human activity",2,1,0
"WY, Sheridan",2013,56033,"Human infections and non-human activity",1,1,1
"WY, Sweetwater",2013,56037,"Non-human activity",0,0,0
"WY, Teton",2013,56039,"Non-human activity",0,0,0
"WY, Uinta",2013,56041,"Human infections and non-human activity",1,1,0
"WY, Washakie",2013,56043,"Human infections",1,0,0
"AL, Baldwin",2014,1003,"Human infections",0,0,1
"AL, Jefferson",2014,1073,"Non-human activity",0,0,0
"AL, Mobile",2014,1097,"Human infections and non-human activity",0,0,2
"AL, Morgan",2014,1103,"Human infections",1,0,0
"AL, Pickens",2014,1107,"Human infections",1,0,0
"AZ, Apache",2014,4001,"Non-human activity",0,0,0
"AZ, Coconino",2014,4005,"Human infections",1,0,0
"AZ, Gila",2014,4007,"Human infections",0,0,1
"AZ, La Paz",2014,4012,"Non-human activity",0,0,0
"AZ, Maricopa",2014,4013,"Human infections and non-human activity",94,71,12
"AZ, Mohave",2014,4015,"Human infections and non-human activity",1,0,0
"AZ, Pima",2014,4019,"Human infections",5,5,3
"AZ, Pinal",2014,4021,"Human infections and non-human activity",5,4,1
"AZ, Yavapai",2014,4025,"Human infections and non-human activity",1,0,0
"AZ, Yuma",2014,4027,"Non-human activity",0,0,0
"AR, Columbia",2014,5027,"Human infections",1,1,0
"AR, Crittenden",2014,5035,"Human infections",1,1,0
"AR, Garland",2014,5051,"Human infections",1,1,0
"AR, Independence",2014,5063,"Human infections",1,1,0
"AR, Little River",2014,5081,"Human infections",1,1,0
"AR, Miller",2014,5091,"Human infections",1,1,0
"AR, Pulaski",2014,5119,"Human infections",1,1,0
"AR, Sebastian",2014,5131,"Human infections and non-human activity",2,1,0
"AR, Sharp",2014,5135,"Human infections",1,0,0
"AR, White",2014,5145,"Human infections",1,1,0
"CA, Alameda",2014,6001,"Human infections and non-human activity",1,1,0
"CA, Butte",2014,6007,"Human infections and non-human activity",24,10,1
"CA, Calaveras",2014,6009,"Non-human activity",0,0,0
"CA, Colusa",2014,6011,"Human infections and non-human activity",3,0,0
"CA, Contra Costa",2014,6013,"Human infections and non-human activity",5,5,2
"CA, El Dorado",2014,6017,"Non-human activity",0,0,0
"CA, Fresno",2014,6019,"Human infections and non-human activity",43,14,12
"CA, Glenn",2014,6021,"Human infections and non-human activity",10,3,0
"CA, Humboldt",2014,6023,"Non-human activity",0,0,0
"CA, Imperial",2014,6025,"Human infections",1,1,0
"CA, Kern",2014,6029,"Human infections and non-human activity",11,8,4
"CA, Kings",2014,6031,"Human infections and non-human activity",4,2,2
"CA, Lake",2014,6033,"Human infections and non-human activity",1,0,0
"CA, Los Angeles",2014,6037,"Human infections and non-human activity",253,195,24
"CA, Madera",2014,6039,"Human infections and non-human activity",3,2,0
"CA, Marin",2014,6041,"Non-human activity",0,0,0
"CA, Mendocino",2014,6045,"Human infections",1,1,0
"CA, Merced",2014,6047,"Human infections and non-human activity",1,1,0
"CA, Modoc",2014,6049,"Non-human activity",0,0,0
"CA, Napa",2014,6055,"Non-human activity",0,0,0
"CA, Nevada",2014,6057,"Non-human activity",0,0,0
"CA, Orange",2014,6059,"Human infections and non-human activity",263,197,19
"CA, Placer",2014,6061,"Human infections and non-human activity",7,5,2
"CA, Riverside",2014,6065,"Human infections and non-human activity",14,10,1
"CA, Sacramento",2014,6067,"Human infections and non-human activity",10,9,0
"CA, San Benito",2014,6069,"Non-human activity",0,0,0
"CA, San Bernardino",2014,6071,"Human infections and non-human activity",21,17,9
"CA, San Diego",2014,6073,"Human infections and non-human activity",11,9,2
"CA, San Francisco",2014,6075,"Human infections",0,0,1
"CA, San Joaquin",2014,6077,"Human infections and non-human activity",9,7,1
"CA, San Luis Obispo",2014,6079,"Non-human activity",0,0,0
"CA, San Mateo",2014,6081,"Non-human activity",0,0,0
"CA, Santa Barbara",2014,6083,"Non-human activity",0,0,0
"CA, Santa Clara",2014,6085,"Human infections and non-human activity",10,7,4
"CA, Santa Cruz",2014,6087,"Non-human activity",0,0,0
"CA, Shasta",2014,6089,"Human infections and non-human activity",2,2,1
"CA, Solano",2014,6095,"Human infections and non-human activity",5,4,0
"CA, Sonoma",2014,6097,"Non-human activity",0,0,0
"CA, Stanislaus",2014,6099,"Human infections and non-human activity",33,21,7
"CA, Sutter",2014,6101,"Human infections and non-human activity",8,4,1
"CA, Tehama",2014,6103,"Human infections and non-human activity",4,3,0
"CA, Tulare",2014,6107,"Human infections and non-human activity",21,15,2
"CA, Ventura",2014,6111,"Human infections and non-human activity",1,1,0
"CA, Yolo",2014,6113,"Human infections and non-human activity",15,6,0
"CA, Yuba",2014,6115,"Human infections and non-human activity",6,1,1
"CO, Adams",2014,8001,"Human infections and non-human activity",5,3,0
"CO, Alamosa",2014,8003,"Human infections",1,0,0
"CO, Arapahoe",2014,8005,"Human infections and non-human activity",4,1,3
"CO, Bent",2014,8011,"Human infections",2,2,0
"CO, Boulder",2014,8013,"Human infections and non-human activity",11,4,1
"CO, Broomfield",2014,8014,"Human infections",1,1,0
"CO, Cheyenne",2014,8017,"Human infections",1,0,0
"CO, Delta",2014,8029,"Human infections and non-human activity",3,0,0
"CO, Denver",2014,8031,"Human infections and non-human activity",5,4,0
"CO, Douglas",2014,8035,"Human infections",2,2,2
"CO, El Paso",2014,8041,"Human infections",2,1,0
"CO, Fremont",2014,8043,"Human infections",2,0,0
"CO, Jefferson",2014,8059,"Human infections and non-human activity",4,3,0
"CO, Kit Carson",2014,8063,"Human infections",1,0,0
"CO, Larimer",2014,8069,"Human infections and non-human activity",18,3,2
"CO, Logan",2014,8075,"Human infections",4,2,0
"CO, Mesa",2014,8077,"Human infections and non-human activity",7,5,0
"CO, Montrose",2014,8085,"Human infections",1,1,0
"CO, Morgan",2014,8087,"Human infections",3,2,0
"CO, Otero",2014,8089,"Human infections",2,1,0
"CO, Prowers",2014,8099,"Human infections",6,0,0
"CO, Pueblo",2014,8101,"Human infections and non-human activity",7,5,1
"CO, Saguache",2014,8109,"Human infections",1,0,0
"CO, Weld",2014,8123,"Human infections and non-human activity",25,6,0
"CT, Fairfield",2014,9001,"Human infections and non-human activity",4,1,1
"CT, Hartford",2014,9003,"Human infections and non-human activity",0,0,1
"CT, Litchfield",2014,9005,"Human infections and non-human activity",0,0,1
"CT, New Haven",2014,9009,"Human infections and non-human activity",2,2,0
"CT, New London",2014,9011,"Non-human activity",0,0,0
"DE, Kent",2014,10001,"Non-human activity",0,0,0
"DE, New Castle",2014,10003,"Non-human activity",0,0,0
"DE, Sussex",2014,10005,"Non-human activity",0,0,0
"DC, Washington",2014,11001,"Human infections and non-human activity",3,1,0
"FL, Alachua",2014,12001,"Human infections and non-human activity",1,0,0
"FL, Bay",2014,12005,"Non-human activity",0,0,0
"FL, Brevard",2014,12009,"Non-human activity",0,0,0
"FL, Charlotte",2014,12015,"Non-human activity",0,0,0
"FL, Citrus",2014,12017,"Non-human activity",0,0,0
"FL, Clay",2014,12019,"Human infections and non-human activity",1,1,0
"FL, Duval",2014,12031,"Human infections and non-human activity",2,1,1
"FL, Escambia",2014,12033,"Human infections",4,2,1
"FL, Flagler",2014,12035,"Non-human activity",0,0,0
"FL, Hernando",2014,12053,"Non-human activity",0,0,0
"FL, Hillsborough",2014,12057,"Non-human activity",0,0,0
"FL, Indian River",2014,12061,"Non-human activity",0,0,0
"FL, Lake",2014,12069,"Non-human activity",0,0,0
"FL, Lee",2014,12071,"Non-human activity",0,0,0
"FL, Leon",2014,12073,"Human infections and non-human activity",1,1,0
"FL, Manatee",2014,12081,"Non-human activity",0,0,0
"FL, Marion",2014,12083,"Human infections and non-human activity",1,1,0
"FL, Monroe",2014,12087,"Human infections",1,1,0
"FL, Nassau",2014,12089,"Non-human activity",0,0,0
"FL, Orange",2014,12095,"Non-human activity",0,0,0
"FL, Pasco",2014,12101,"Human infections",1,1,0
"FL, Pinellas",2014,12103,"Non-human activity",0,0,0
"FL, Polk",2014,12105,"Human infections and non-human activity",1,0,1
"FL, Putnam",2014,12107,"Non-human activity",0,0,0
"FL, St Johns",2014,12109,"Human infections and non-human activity",0,0,1
"FL, Santa Rosa",2014,12113,"Human infections",0,0,1
"FL, Sarasota",2014,12115,"Non-human activity",0,0,0
"FL, Seminole",2014,12117,"Non-human activity",0,0,0
"FL, Sumter",2014,12119,"Non-human activity",0,0,0
"FL, Volusia",2014,12127,"Human infections and non-human activity",4,4,0
"FL, Walton",2014,12131,"Non-human activity",0,0,0
"GA, Brantley",2014,13025,"Human infections",1,1,0
"GA, Chatham",2014,13051,"Non-human activity",0,0,0
"GA, Cobb",2014,13067,"Human infections",1,0,0
"GA, Coffee",2014,13069,"Human infections",1,1,0
"GA, De Kalb",2014,13089,"Human infections",1,1,0
"GA, Forsyth",2014,13117,"Human infections",1,1,0
"GA, Fulton",2014,13121,"Human infections and non-human activity",6,6,0
"GA, Liberty",2014,13179,"Non-human activity",0,0,0
"GA, Lowndes",2014,13185,"Non-human activity",0,0,0
"GA, Richmond",2014,13245,"Human infections",2,1,0
"HI, Honolulu",2014,15003,"Human infections",1,0,0
"ID, Ada",2014,16001,"Human infections and non-human activity",2,1,0
"ID, Adams",2014,16003,"Non-human activity",0,0,0
"ID, Bannock",2014,16005,"Non-human activity",0,0,0
"ID, Bingham",2014,16011,"Non-human activity",0,0,0
"ID, Blaine",2014,16013,"Human infections",1,0,0
"ID, Boise",2014,16015,"Non-human activity",0,0,0
"ID, Boundary",2014,16021,"Non-human activity",0,0,0
"ID, Canyon",2014,16027,"Human infections and non-human activity",1,1,0
"ID, Gem",2014,16045,"Human infections and non-human activity",2,0,0
"ID, Gooding",2014,16047,"Human infections and non-human activity",3,1,0
"ID, Jerome",2014,16053,"Human infections",1,0,0
"ID, Lincoln",2014,16063,"Human infections",4,0,0
"ID, Payette",2014,16075,"Human infections and non-human activity",1,1,0
"ID, Twin Falls",2014,16083,"Human infections and non-human activity",1,0,0
"ID, Washington",2014,16087,"Human infections and non-human activity",3,2,0
"IL, Boone",2014,17007,"Non-human activity",0,0,0
"IL, Champaign",2014,17019,"Non-human activity",0,0,0
"IL, Clinton",2014,17027,"Non-human activity",0,0,0
"IL, Cook",2014,17031,"Human infections and non-human activity",26,23,0
"IL, Crawford",2014,17033,"Human infections",1,1,0
"IL, Cumberland",2014,17035,"Non-human activity",0,0,0
"IL, De Kalb",2014,17037,"Non-human activity",0,0,0
"IL, Du Page",2014,17043,"Human infections and non-human activity",5,3,1
"IL, Franklin",2014,17055,"Human infections and non-human activity",1,1,0
"IL, Fulton",2014,17057,"Non-human activity",0,0,0
"IL, Gallatin",2014,17059,"Non-human activity",0,0,0
"IL, Grundy",2014,17063,"Non-human activity",0,0,0
"IL, Henry",2014,17073,"Non-human activity",0,0,0
"IL, Jackson",2014,17077,"Non-human activity",0,0,0
"IL, Jersey",2014,17083,"Non-human activity",0,0,0
"IL, Johnson",2014,17087,"Non-human activity",0,0,0
"IL, Kane",2014,17089,"Human infections and non-human activity",2,1,0
"IL, Kankakee",2014,17091,"Non-human activity",0,0,0
"IL, Kendall",2014,17093,"Human infections and non-human activity",1,1,0
"IL, Knox",2014,17095,"Non-human activity",0,0,0
"IL, Lake",2014,17097,"Human infections and non-human activity",2,1,0
"IL, La Salle",2014,17099,"Human infections and non-human activity",1,1,0
"IL, Logan",2014,17107,"Non-human activity",0,0,0
"IL, Mcdonough",2014,17109,"Non-human activity",0,0,0
"IL, Mchenry",2014,17111,"Human infections and non-human activity",1,1,0
"IL, Mclean",2014,17113,"Non-human activity",0,0,0
"IL, Macon",2014,17115,"Non-human activity",0,0,0
"IL, Macoupin",2014,17117,"Human infections and non-human activity",1,1,0
"IL, Madison",2014,17119,"Non-human activity",0,0,0
"IL, Mercer",2014,17131,"Non-human activity",0,0,0
"IL, Monroe",2014,17133,"Human infections and non-human activity",1,1,0
"IL, Peoria",2014,17143,"Non-human activity",0,0,0
"IL, Perry",2014,17145,"Non-human activity",0,0,0
"IL, Pulaski",2014,17153,"Non-human activity",0,0,0
"IL, Randolph",2014,17157,"Human infections",0,0,1
"IL, Rock Island",2014,17161,"Non-human activity",0,0,0
"IL, St Clair",2014,17163,"Human infections and non-human activity",0,0,1
"IL, Saline",2014,17165,"Non-human activity",0,0,0
"IL, Sangamon",2014,17167,"Non-human activity",0,0,0
"IL, Schuyler",2014,17169,"Non-human activity",0,0,0
"IL, Stephenson",2014,17177,"Non-human activity",0,0,0
"IL, Tazewell",2014,17179,"Non-human activity",0,0,0
"IL, Union",2014,17181,"Non-human activity",0,0,0
"IL, Warren",2014,17187,"Non-human activity",0,0,0
"IL, Washington",2014,17189,"Non-human activity",0,0,0
"IL, White",2014,17193,"Non-human activity",0,0,0
"IL, Whiteside",2014,17195,"Non-human activity",0,0,0
"IL, Will",2014,17197,"Human infections and non-human activity",1,1,0
"IL, Winnebago",2014,17201,"Non-human activity",0,0,0
"IL, Woodford",2014,17203,"Human infections and non-human activity",1,0,0
"IN, Adams",2014,18001,"Non-human activity",0,0,0
"IN, Allen",2014,18003,"Non-human activity",0,0,0
"IN, Carroll",2014,18015,"Non-human activity",0,0,0
"IN, Clark",2014,18019,"Non-human activity",0,0,0
"IN, Clay",2014,18021,"Non-human activity",0,0,0
"IN, Dearborn",2014,18029,"Non-human activity",0,0,0
"IN, Decatur",2014,18031,"Non-human activity",0,0,0
"IN, De Kalb",2014,18033,"Non-human activity",0,0,0
"IN, Delaware",2014,18035,"Non-human activity",0,0,0
"IN, Dubois",2014,18037,"Non-human activity",0,0,0
"IN, Elkhart",2014,18039,"Non-human activity",0,0,0
"IN, Floyd",2014,18043,"Non-human activity",0,0,0
"IN, Fulton",2014,18049,"Human infections and non-human activity",1,1,0
"IN, Gibson",2014,18051,"Non-human activity",0,0,0
"IN, Grant",2014,18053,"Non-human activity",0,0,0
"IN, Greene",2014,18055,"Non-human activity",0,0,0
"IN, Hamilton",2014,18057,"Non-human activity",0,0,0
"IN, Hancock",2014,18059,"Human infections",1,1,0
"IN, Hendricks",2014,18063,"Non-human activity",0,0,0
"IN, Henry",2014,18065,"Non-human activity",0,0,0
"IN, Howard",2014,18067,"Non-human activity",0,0,0
"IN, Jackson",2014,18071,"Non-human activity",0,0,0
"IN, Jefferson",2014,18077,"Non-human activity",0,0,0
"IN, Jennings",2014,18079,"Non-human activity",0,0,0
"IN, Johnson",2014,18081,"Non-human activity",0,0,0
"IN, Knox",2014,18083,"Non-human activity",0,0,0
"IN, Kosciusko",2014,18085,"Human infections and non-human activity",1,1,0
"IN, La Grange",2014,18087,"Non-human activity",0,0,0
"IN, Lake",2014,18089,"Non-human activity",0,0,0
"IN, La Porte",2014,18091,"Non-human activity",0,0,0
"IN, Lawrence",2014,18093,"Human infections and non-human activity",1,1,0
"IN, Marion",2014,18097,"Human infections and non-human activity",1,1,0
"IN, Marshall",2014,18099,"Non-human activity",0,0,0
"IN, Miami",2014,18103,"Non-human activity",0,0,0
"IN, Morgan",2014,18109,"Non-human activity",0,0,0
"IN, Newton",2014,18111,"Non-human activity",0,0,0
"IN, Ohio",2014,18115,"Human infections",0,0,1
"IN, Orange",2014,18117,"Non-human activity",0,0,0
"IN, Pike",2014,18125,"Non-human activity",0,0,0
"IN, Porter",2014,18127,"Human infections",3,2,0
"IN, Posey",2014,18129,"Non-human activity",0,0,0
"IN, Pulaski",2014,18131,"Non-human activity",0,0,0
"IN, Putnam",2014,18133,"Human infections and non-human activity",1,1,0
"IN, Ripley",2014,18137,"Non-human activity",0,0,0
"IN, Rush",2014,18139,"Non-human activity",0,0,0
"IN, St Joseph",2014,18141,"Human infections and non-human activity",0,0,1
"IN, Scott",2014,18143,"Non-human activity",0,0,0
"IN, Steuben",2014,18151,"Non-human activity",0,0,0
"IN, Sullivan",2014,18153,"Non-human activity",0,0,0
"IN, Switzerland",2014,18155,"Non-human activity",0,0,0
"IN, Tippecanoe",2014,18157,"Non-human activity",0,0,0
"IN, Vanderburgh",2014,18163,"Human infections and non-human activity",1,1,0
